globalId,examNumber,questionNumber,question,reference
366,16,6,"Who can hear cases in Youth Courts in England, Wales and Northern Ireland (two answers)?","The UK court system handles both criminal and civil cases. In England, Wales and Northern Ireland: minor criminal cases go to a Magistrates' Court (heard by magistrates or a District Judge); more serious criminal cases go to the Crown Court (heard by a judge and jury); civil disputes go to the County Court or High Court. In Scotland: minor criminal offences go to a Justice of the Peace Court; more serious cases go to the Sheriff Court or High Court of Justiciary. Youth Courts (for those aged 10–17) are heard by up to three specially trained magistrates or a District Judge — members of the public are not admitted and the accused's name/photo cannot be published."
367,16,7,Who came from the Netherlands to become the British monarch?,"In May 1660, Parliament invited Charles II to come back from exile in the Netherlands. He was crowned King Charles II of England, Wales, Scotland and Ireland."
368,16,8,Who can apply for the National Citizen Service programme?,"The National Citizen Service programme gives 16- and 17-year-olds the opportunity to enjoy outdoor activities, develop their skills and take part in a community project."
369,16,9,"Nick Park has won four Oscars for his animated films, including three for films featuring:","Nick Park, who has won four Oscars for his animated films, including three for films featuring Wallace and Gromit."
370,16,10,Who was the British scientist who co-discovered the structure of the DNA molecule in the 1950s?,"The structure of the DNA molecule was discovered in 1953 through work at British universities in London and Cambridge. This discovery contributed to many scientific advances, particularly in medicine and fighting crime. Francis Crick (1916-2004), was one of those awarded the Nobel Prize for this discovery."
371,16,11,What percentage of the UK population has a parent or grandparent born outside of the UK?,Nearly 10% of the population has a parent or grandparent born outside the UK.
372,16,12,How old do you have to be to drive a moped in the UK?,"In the UK, you need to be at least 16 years old to ride a moped, and there are other age requirements and special tests for driving large vehicles."
373,16,13,Who was the leader of the Labour Party who introduced a Scottish Parliament and a Welsh Assembly?,In 1997 the Labour Party led by Tony Blair was elected. The Blair government introduced a Scottish Parliament and a Welsh Assembly.
374,16,14,What is the maximum amount you can claim through the small claims procedure in Scotland and Northern Ireland?,"The small claims procedure is an informal way of helping people settle minor disputes without spending a lot of time and money using a lawyer. In England and Wales, this procedure is used for claims of less than £10,000. In Scotland and Northern Ireland, small claims were replaced by the Simple Procedure in November 2016, which covers claims of £5,000 or less."
375,16,15,Which historical monument did William the Conqueror build?,"The White Tower in the Tower of London is an example of a Norman castle keep, built on the orders of William the Conqueror."
376,16,16,Who became Prime Minister after Margaret Thatcher and played an important part in the Northern Ireland peace process?,"John Major was Prime Minister after Mrs Thatcher, and helped establish the Northern Ireland peace process."
377,16,17,Who should you contact to report a terrorist activity?,"If you think someone is trying to persuade you to join an extremist or terrorist cause, you should notify your local police force."
378,16,18,"Which Paralympic athlete has won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games?","Ellie Simmonds is a Paralympian who won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games and holds a number of world records. She was the youngest member of the British team at the 2008 Games."
379,16,19,"Each of the UK countries is associated with a flower symbol, which country is associated with the rose?","Each country in the UK has a flower symbol, sometimes worn on the national saint's day: England – the rose, Scotland – the thistle, Wales – the daffodil, Northern Ireland – the shamrock."
380,16,20,Isambard Kingdom Brunel was responsible for:,"Brunel was originally from Portsmouth, England. He was an engineer who built tunnels, bridges, railway lines and ships. He was responsible for constructing the Great Western Railway, which was the first major railway built in Britain. It runs from Paddington Station in London to the south west of England, the West Midlands and Wales."
381,16,21,What is the Commonwealth?,"The Commonwealth is an association of countries that support each other and work together towards shared goals in democracy and development. Most member states were once part of the British Empire, although a few countries which were not have also joined."
382,16,22,Under which name was the movement of opinion against the authority of the Pope during the times of Henry VIII known?,The correct answer is the Reformation.
383,16,23,What did Isaac Newton discover?,"Newton’s most famous published work was Philosophiae Naturalis Principia Mathematica (‘Mathematical Principle of Natural Philosophy’), which showed how gravity applied to the whole universe. Newton also discovered that white light is made up of the colours of the rainbow."
384,16,24,What kind of movies did Academy Award winner Nick Park specialise in?,"Britain continues to be particularly strong in special effects and animation. One example is the work of Nick Park, who has won four Oscars for his animated films, including three for films featuring Wallace and Gromit."
385,17,1,Which of the following is not a constitutional institution?,"Constitutional institutions in the UK include: the monarchy, the Parliament (the House of Commons and the House of Lords), the Prime Minister, the cabinet, the judiciary (courts), the police, the civil service and the local government. The armed forces are not a constitutional institution."
386,17,2,What food shortage caused the famine in Ireland?,"In the middle of the century the potato crop failed, and Ireland suffered a famine. A million people died from disease and starvation."
387,17,3,The leader of the opposition appoints senior opposition MPs. They form a group whose role is to challenge the government and put forward alternative policies. What are they called?,The leader of the opposition appoints senior opposition MPs to be ‘shadow ministers’. Their role is to challenge the government and put forward alternative policies. They form the shadow cabinet.
388,17,4,Which of the following are TWO responsibilities of the MPs?,"MPs responsibilities include: to represent everyone in their constituency, to help to create new laws, to scrutinise and comment on what the government is doing and to debate important national issues."
389,17,5,Who was the longest serving PM in the 20th century?,"Margaret Thatcher was the first woman Prime Minister of the UK. She was the longest-serving Prime Minister of the 20th century, remaining in office from 1979 until 1990."
390,17,6,What name is given to the territories which are linked to the UK but not part of it?,There are several islands which are closely linked with the UK but are not part of it: the Channel Islands and the Isle of Man. These have their own governments and are called ‘Crown dependencies’.
391,17,7,What area did David Hume contribute to during the Enlightenment?,David Hume was a famous philosopher who developed ideas about human nature during the 18th century and that have continued to influence philosophers over the years.
392,17,8,What proportion of the population died as a result of the Black Death in England?,"As a result of the Black Death, one third of the population of England died and a similar proportion in Scotland and Wales."
393,17,9,What happened to Charles I after he was in prison?,"Charles I’s army was defeated at the Battles of Marston Moor and Naseby. Charles was held prisoner by the parliamentary army. As he was unwilling to reach any agreement with the Parliament, in 1649 he was executed."
394,17,10,What are TWO responsibilities of the monarch?,"The monarch does not rule the country but appoints the government, which the people have chosen in a democratic election. The monarch also has regular meetings with the Prime Minister and can advise, warn and encourage, but the decisions on government policies are made by the Prime Minister and cabinet."
395,17,11,What kind of disaster was the Black Death?,"The Black Death was a disease, probably a form of plague, that came to Britain in 1348."
396,17,12,What country was in conflict with the UK for trading reasons during the 18th century?,"During the 18th century, trading and settlements overseas sometimes brought Britain into conflict with other countries, particularly France, which was expanding and trading in a similar way in many of the same areas of the world."
397,17,13,"The Speaker is an MP, he or she represents a constituency and deals with the constituents.",This statement is true.
398,17,14,"Where is Skara Brae, the best preserved prehistoric village in northern Europe, located?","Skara Brae on Orkney, off the north coast of Scotland, is the best preserved prehistoric village in northern Europe."
399,17,15,Which of the following plays was written by William Shakespeare?,William Shakespeare’s most famous plays include MacBeth.
400,17,16,Where was William the Conqueror from?,"William the Conqueror was the Duke of Normandy (now northern France). He defeated Harold, the Saxon king of England, at the Battle of Hastings in 1066."
401,17,17,How do you call the British who went to war in South Africa with settlers from the Netherlands?,The British went to war in South Africa with settlers from the Netherlands called the Boers. The Boers fought fiercely and the war went on for over three years.
402,17,18,"In Northern Ireland, up to three specially trained magistrates or a District Judge are required for Youth Court cases.","The UK court system handles both criminal and civil cases. In England, Wales and Northern Ireland: minor criminal cases go to a Magistrates' Court (heard by magistrates or a District Judge); more serious criminal cases go to the Crown Court (heard by a judge and jury); civil disputes go to the County Court or High Court. In Scotland: minor criminal offences go to a Justice of the Peace Court; more serious cases go to the Sheriff Court or High Court of Justiciary. Youth Courts (for those aged 10–17) are heard by up to three specially trained magistrates or a District Judge — members of the public are not admitted and the accused's name/photo cannot be published."
403,17,19,What made Roger Banister famous?,"Sir Roger Bannister was the first man in the world to run a mile in under four minutes, in 1954."
404,17,20,Who was invated to invade and rule England in 1688?,"In 1688, important Protestants in England asked William of Orange to invade England and proclaim himself king."
405,17,21,Who was defeated at the Battle of the Boyne?,William of Orange defeated James II at the Battle of the Boyne in Ireland in 1690.
406,17,22,What did the Factories Act of 1847 introduce?,The Factories Act of 1847 limited the number of hours that women and children could work to 10 hours per day.
407,17,23,What name is given to the group of MPs from the opposition?,Opposition MPs form the shadow cabinet and their role is to challenge the government and put forward alternative policies.
408,17,24,In which of the following matters can the Scottish Parliament legislate?,"The Scottish Parliament can legislate on: civil and criminal law, health, education, planning and additional tax-raising powers."
409,18,1,What are Members of Parliament (MPs) called if they do not represent any of the main political parties,"There are a few MPs who do not represent any of the main political parties. They are called ‘independents’ and usually represent an issue important to their
constituency. "
410,18,2,Which notable British sportsman is described as a British Grand Prix driver who has won the Formula 1 World Championship and is listed as a recent British winner of this championship?,"Famous British Formula 1 World Championship winners include Damon Hill, Lewis Hamilton and Jenson Button."
411,18,3,Who opened the first curry house in London?,Sake Dean Mahomet opened the first curry house in London in 1810.
412,18,4,"Damon Hill, Lewis Hamilton and Jenson Button are known for which sports","Damon Hill, Lewis Hamilton and Jenson Button are all famous British Formula 1 (motor sports) drivers."
413,18,5,What is the limit for small claims court in Northern Ireland and Scotland?,"The small claims procedure is an informal way of helping people settle minor disputes without spending a lot of time and money using a lawyer. In England and Wales, this procedure is used for claims of less than £10,000. In Scotland and Northern Ireland, small claims were replaced by the Simple Procedure in November 2016, which covers claims of £5,000 or less."
414,18,6,What was Sir Edward Elgar primarily famous for?,Sir Edward Elgar (1857–1934) was a musician. His best known work is probably the Pomp and Circumstance Marches.
415,18,7,Where in the UK government sitting?,"The UK uses different electoral systems depending on the institution: the UK Parliament (Westminster) uses first past the post — the candidate with the most votes wins each constituency; the Scottish Parliament, Welsh Parliament (Senedd) and Northern Ireland Assembly use proportional representation — seats are allocated more in line with the share of votes. UK general elections are held at least every five years. Scottish Parliament elections are every five years. Welsh Parliament elections are every four years. The UK Parliament sits in Westminster, London; the Scottish Parliament sits in Edinburgh (Holyrood); the Welsh Parliament sits in Cardiff Bay; the Northern Ireland Assembly sits in Belfast (Stormont)."
416,18,8,"During 18 Century, what important role appeared in the parliament?","The most important minister in Parliament became known as the Prime Minister. The first man to be called this was Sir Robert Walpole, who was Prime Minister from 1721 to 1742."
417,18,9,Which tribe came to Britain from northern Europe after the Romans left in AD410?,"Britain was invaded by tribes from northern Europe: the Jutes, the Angles and the Saxons."
418,18,10,"Which individual, through marriage to Henry Tudor, played a crucial role in uniting the Houses of York and Lancaster after the Wars of the Roses?","Henry Tudor became King Henry VII after the Wars of the Roses. He married Elizabeth of York, uniting the Houses of Lancaster and York."
419,18,11,What kind of games are traditionally played at pubs in the UK?,"Pubs are an important part of UK social life. Traditional pub games include pool, darts, and pub quizzes."
420,18,12,Which battle did William I defeated king of Harold?,William the Conqueror defeated King Harold at the Battle of Hastings in 1066.
421,18,13,What is the Turing Award?,The Turing Award is an annual prize given by the Association for Computing Machinery (ACM) to individuals for contributions of lasting importance to computing.
422,18,14,What is the biggest source of employment in the Britain before the 18th century?,"Before the 18th century, agriculture (farming) was the biggest source of employment in Britain."
423,18,15,What is the primary purpose of the North Atlantic Treaty Organization (NATO)?,NATO (the North Atlantic Treaty Organisation) is a group of countries that have agreed to help defend each other if any member is attacked. Its primary purpose is to maintain peace and security among its members.
424,18,16,What is the name used to for the bombing campaign during WWII when Germany bombed multiple UK cities?,The Blitz was the sustained bombing campaign by Nazi Germany against the UK during World War II. The name comes from the German word Blitzkrieg (lightning war).
425,18,17,The judge of magistrate court in Northern Ireland is legally qualified,"The UK court system handles both criminal and civil cases. In England, Wales and Northern Ireland: minor criminal cases go to a Magistrates' Court (heard by magistrates or a District Judge); more serious criminal cases go to the Crown Court (heard by a judge and jury); civil disputes go to the County Court or High Court. In Scotland: minor criminal offences go to a Justice of the Peace Court; more serious cases go to the Sheriff Court or High Court of Justiciary. Youth Courts (for those aged 10–17) are heard by up to three specially trained magistrates or a District Judge — members of the public are not admitted and the accused's name/photo cannot be published."
426,18,18,Which of the following areas can the Welsh government legislate on without requiring the agreement of the UK Parliament?,"The Welsh Parliament (Senedd) can make laws on devolved matters including education and training, and health and social services, without requiring the agreement of the UK Parliament."
427,18,19,"Arranged marriages, where both parties agree to the marriage, are acceptable in the UK ?","Arranged marriages, where both parties freely agree to marry, are legal and acceptable in the UK. Forced marriages, where one or both parties do not consent, are illegal."
428,18,20,Is Scotland Parliament located in Glasgow?,"The capital cities of the UK nations are: London (England and the UK), Edinburgh (Scotland), Cardiff (Wales) and Belfast (Northern Ireland). The UK Parliament sits in Westminster, London. The Scottish Parliament is in Edinburgh. The Welsh Parliament (Senedd) is in Cardiff. The Northern Ireland Assembly is in Belfast (Stormont)."
429,18,21,Do I need a TV license if I only watch TV on a computer?,"You need a TV Licence to watch or record live TV programmes on any channel, and to download or watch BBC programmes on iPlayer. This applies to any device, including computers and smartphones."
430,18,22,"What dish is made by bacon, eggs, sausages, black pudding?","Ulster fry is a traditional Northern Irish dish. It is a variation of the full breakfast, typically including bacon, eggs, sausages, black pudding, soda bread and potato bread."
431,18,23,What are the British scientists Sir Ian Wilmer and Keith Campbell famous for?,Sir Ian Wilmut and Keith Campbell were the British scientists who cloned the first mammal — Dolly the sheep — in 1996 at the Roslin Institute in Scotland.
432,18,24,What is the correct order of the Patron Saints' Days?,"Each country in the UK has a patron saint and an associated day: St David's Day (1 March, Wales), St Patrick's Day (17 March, Northern Ireland), St George's Day (23 April, England), St Andrew's Day (30 November, Scotland). Only Scotland and Northern Ireland have their patron saint's day as an official public holiday."
433,18,25,Which British TV programme is popular in the UK?,Britain has produced many popular TV programmes. Long-running soap operas such as Coronation Street and EastEnders attract millions of viewers.
434,18,26,Under whose reign when 13 North American Colonies claim independence?,"The 13 North American Colonies declared independence in 1776, during the reign of King George III."
435,18,27,"is the Scottish Parliament (MSPs), elected by a form of proportional representation?","The devolved parliaments and assemblies across the UK differ in size and election method: the Scottish Parliament has 129 MSPs, elected by proportional representation, with elections every five years; the Welsh Parliament (Senedd) has 60 MSs, elected by proportional representation, with elections every four years; the Northern Ireland Assembly has 90 MLAs, elected by proportional representation. The UK Parliament (Westminster) has 650 MPs, elected by first past the post, with general elections held at least every five years."
436,18,28,"In Scotland, which court handles serious criminal cases?","In Scotland, the court system differs from England and Wales. Minor criminal offences go to the Justice of the Peace Court. More serious cases go to the Sheriff Court or the High Court of Justiciary."
437,18,29,When does Diwali typically take place?,"Diwali, the Hindu festival of lights, typically takes place in October or November. It is one of several religious festivals celebrated in the UK, including by the Hindu, Sikh and Jain communities."
438,18,30,How many countries are members of the Commonwealth?,"The Commonwealth is an association of countries, mostly former territories of the British Empire. It has 54 member states and supports its members in areas such as democracy, development and international trade."
439,18,31,In which year did David Beckham first captain the England football team?,"David Beckham made his England debut in 1996 and went on to become one of England's most-capped players. He was first given the England captaincy in November 2000 by caretaker manager Peter Taylor, going on to captain the side 59 times."
